0.2	0.2792
0.22	0.321307
0.24	0.325936
0.26	0.313695
0.28	0.297582
0.3	0.279315
0.32	0.257025
0.34	0.231578
0.36	0.20608
0.38	0.182997
0.4	0.1632
0.42	0.146718
0.45	0.12701
0.5	0.104
0.55	0.089232
0.6	0.079632
0.65	0.073656
0.7	0.070516
0.75	0.06961
0.8	0.070532
0.9	0.076997
1	0.08691
1.1	0.096674
1.2	0.103132
1.3	0.10472
1.4	0.10208
1.5	0.09658
1.6	0.089736
1.7	0.082529
1.8	0.075414
1.9	0.069053
2	0.062859
2.2	0.05172
2.4	0.042969
2.6	0.036441
2.8	0.031975
3	0.029406
