0.306815622	0.894
0.334640197	0.897
0.365088908	0.891
0.398278808	0.878
0.43442254	0.86
0.473945692	0.839
0.517031664	0.818
0.563820796	0.799
0.615000957	0.782
0.670910135	0.766
0.731901966	0.751
0.79835282	0.739
0.870675513	0.737
0.950070445	0.73
1.036657132	0.716
1.130211422	0.71
1.233673562	0.707
1.345168634	0.706
1.467268556	0.705
1.600622166	0.707
1.746010323	0.71
1.904519094	0.715
2.077483127	0.714
2.266207147	0.713
2.472267059	0.72
2.696480927	0.725
2.941499241	0.732
