0.2	0.047793
0.22	0.059018
0.24	0.057284
0.26	0.054644
0.28	0.052068
0.3	0.045262
0.32	0.036614
0.34	0.029349
0.36	0.02
0.38	0.012
0.4	0.007
0.42	0.0035
0.45	0.00226
0.5	0.00179
0.55	0.001649
0.6	0.001548
0.65	0.001493
0.7	0.001449
0.75	0.001422
0.8	0.00142
0.9	0.00147
1	0.00153
1.1	0.001514
1.2	0.001431
1.3	0.001304
1.4	0.001171
1.5	0.001108
1.6	0.001102
1.7	0.001137
1.8	0.001165
1.9	0.001164
2	0.001141
2.2	0.001046
2.4	0.000976
2.6	0.000965
2.8	0.001039
3	0.001038
